code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type,pool_path,_source_row_order,pit_eps_state,pit_eps_yoy_growth,observation_start_date,observation_start_open,review_opportunity_1w,opportunity_type_1w,first_zone_date_1w,first_zone_close_1w,forward_1w_censored,forward_1w_sessions,forward_1w_return_pct,mfe_1w_pct,mae_1w_pct,stop_8_within_1w,forward_2w_censored,forward_2w_sessions,forward_2w_return_pct,mfe_2w_pct,mae_2w_pct,stop_8_within_2w,forward_3w_censored,forward_3w_sessions,forward_3w_return_pct,mfe_3w_pct,mae_3w_pct,stop_8_within_3w,forward_4w_censored,forward_4w_sessions,forward_4w_return_pct,mfe_4w_pct,mae_4w_pct,stop_8_within_4w,winner_return_top5_1w,winner_mfe_top5_1w,big_winner_any_1w,loser_return_bottom5_1w,severe_loser_1w,big_loser_any_1w,winner_return_top10pct_1w,loser_return_bottom10pct_1w,winner_return_top5_2w,winner_mfe_top5_2w,big_winner_any_2w,loser_return_bottom5_2w,severe_loser_2w,big_loser_any_2w,winner_return_top10pct_2w,loser_return_bottom10pct_2w,winner_return_top5_3w,winner_mfe_top5_3w,big_winner_any_3w,loser_return_bottom5_3w,severe_loser_3w,big_loser_any_3w,winner_return_top10pct_3w,loser_return_bottom10pct_3w,winner_return_top5_4w,winner_mfe_top5_4w,big_winner_any_4w,loser_return_bottom5_4w,severe_loser_4w,big_loser_any_4w,winner_return_top10pct_4w,loser_return_bottom10pct_4w
TEM,2025-10-10,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,94.0,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-06"", ""ma10_prior_week"": 77.03, ""pending_high"": 94.0, ""touch_date"": ""2025-09-29""}",0.0,,,,,,,,,daily_volume_not_confirmed,96.39,2.54,UNCONFIRMED,1.0427877712395246,5.2,2025-09-29,5.4,1,0,91.45,2025-02-10,-60.4,2,33,60.4,3.0833333333333335,8.0,0,,,,True,False,96.3556851312,104.32,-7.601610429447847,Unknown,Unknown,SEC,resolved,,LOSS_NARROWING,backtest/ibd_skill_replay_pools/2025-10-10/breakout_follow_pool.csv,7,VERIFIED,96.3556851312,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VRT,2025-10-10,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,168.99,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-06"", ""ma10_prior_week"": 136.906, ""pending_high"": 168.99, ""touch_date"": ""2025-09-29""}",1.0,2025-10-10,178.43,168.99,2.341085843475388,0.0001183501982364,0.0249134948096875,0.0013840830449814,ma10_touch_confirm,,169.01,0.01,ACTIONABLE,1.5894674225901673,5.5,2025-09-29,8.6,1,0,155.68,2025-01-20,-65.6,2,36,65.6,3.6666666666666665,4.0,0,,,,True,True,80.4347826087,183.1,-7.69524849808848,Electronic Technology,Electronic Production Equipment,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2025-10-10/breakout_follow_pool.csv,3,VERIFIED,80.4347826087,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AAPL,2025-10-24,True,ceiling_breakout,,ceiling,259.18,ceiling_breakout,,1.0,2025-10-20,259.18,259.18,1.7323389230937476,0.0118064665483448,0.755428571428573,0.349714285714286,ceiling,,262.82,1.4,ACTIONABLE,1.1632026102461466,0.0,2025-10-20,1.4,0,0,259.18,2024-12-23,-34.9,3,43,34.9,3.310344827586207,16.0,0,,,,True,False,12.1428571429,265.29,-0.93105657959216,Electronic Technology,Telecommunications Equipment,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,27,VERIFIED,12.1428571429,2025-10-27,264.8800048828125,True,CURRENT_ACTIONABLE,2025-10-27,268.80999755859375,False,5,2.072632940641883,4.6964671595011165,-0.08683591893993148,False,False,10,1.3553293082574802,4.6964671595011165,-0.08683591893993148,False,False,15,2.842796224889943,4.6964671595011165,-0.08683591893993148,False,False,20,2.4954640704144104,4.6964671595011165,-0.08683591893993148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
AVGO,2025-10-24,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,350.6,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-20"", ""ma10_prior_week"": 328.041, ""pending_high"": 350.6, ""touch_date"": ""2025-09-29""}",0.0,,,,,,,,,daily_volume_not_confirmed,354.13,1.01,UNCONFIRMED,0.7907237820763023,42.2,2025-06-16,42.9,2,0,247.83,2025-01-20,-44.5,1,21,44.5,3.913793103448276,4.0,4,7.0,-13.3,-5.2,True,False,312.5,373.59,-5.208918868278056,Electronic Technology,Semiconductors,SEC,resolved,,TURNAROUND,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,15,VERIFIED,312.5,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BKR,2025-10-24,True,ceiling_breakout,,ceiling,46.7,ceiling_breakout,,1.0,2025-10-21,46.7,46.7,1.8279153199357483,0.0010706638115631,0.6292134831460681,0.0280898876404479,ceiling,,47.3,1.28,ACTIONABLE,1.8438861240595468,0.0,2025-10-20,1.3,0,0,46.7,2024-11-18,-28.9,3,48,28.9,2.706896551724138,21.0,0,,,,True,True,-58.5365853659,50.93,-7.127429805615559,Industrial Services,Contract Drilling,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,32,VERIFIED,-58.5365853659,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CDNS,2025-10-24,True,ceiling_breakout,,ceiling,327.36,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,345.1,5.42,UNCONFIRMED,1.1957986789304156,0.0,2025-10-20,5.4,0,0,327.36,2024-03-18,-32.3,8,83,32.3,3.724137931034482,7.0,0,,,,True,False,-29.7619047619,376.45,-8.327799176517459,Unknown,Unknown,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,18,VERIFIED,-29.7619047619,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COF,2025-10-24,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,218.0,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-20"", ""ma10_prior_week"": 218.918, ""pending_high"": 218.0, ""touch_date"": ""2025-10-13""}",1.0,2025-10-22,227.01,218.0,2.2587624303149014,0.0109174311926605,0.0359712230215807,0.28537170263789,ma10_touch_confirm,,225.01,3.22,ACTIONABLE,1.5580035196299795,6.5,2025-10-13,8.8,1,0,206.79,2025-01-27,-31.1,3,37,31.1,3.431034482758621,13.0,0,,,,True,True,-721.7391304348,231.82,-2.9376240186351543,Unknown,Unknown,SEC,resolved,,PROFIT_TO_LOSS,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,24,VERIFIED,-721.7391304348,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CRWD,2025-10-24,True,ceiling_breakout,,ceiling,517.98,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,527.32,1.8,UNCONFIRMED,0.9123580990192128,0.0,2025-10-20,1.8,0,0,517.98,2025-06-30,-22.3,1,16,22.3,2.2586206896551726,25.0,0,,,,True,False,-263.1578947368,535.52,-1.5312219898416355,Technology Services,Packaged Software,SEC,resolved,,PROFIT_TO_LOSS,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,36,VERIFIED,-263.1578947368,2025-10-27,133.13499450683594,False,,,,False,5,1.966055539541789,3.9621507288998936,-1.3707868130407141,False,False,10,1.3651593929492112,4.3696286647713745,-2.8993133057540033,False,False,15,0.9407762745218262,6.452106471705021,-4.410934615911389,False,False,20,-7.862313878237992,6.452106471705021,-10.325983494811252,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
FTAI,2025-10-24,True,ceiling_breakout,,ceiling,180.25,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,181.96,0.95,UNCONFIRMED,1.0534621024594102,0.0,2025-10-20,0.9,0,0,180.25,2025-01-06,-58.7,3,41,58.7,3.6896551724137927,8.0,0,,,,True,False,169.4690265487,184.44,-1.344610713511163,Unknown,Unknown,SEC,resolved,,TURNAROUND,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,19,VERIFIED,169.4690265487,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GH,2025-10-24,True,pivot,True,pivot,67.51,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 67.51, ""resistance_date"": ""2025-10-20""}, {""box_type"": ""S_BOX"", ""price"": 67.51, ""resistance_date"": ""2025-10-20""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,72.15,6.87,UNCONFIRMED,1.2209527399389966,33.0,2025-08-04,45.8,3,1,49.48,2025-02-10,-29.5,3,25,29.5,3.3448275862068964,15.0,1,9.0,-20.9,6.9,True,False,4.7619047619,72.7,-0.7565337001375516,Health Technology,Medical Specialties,SEC,resolved,,LOSS_NARROWING,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,26,VERIFIED,4.7619047619,2025-10-27,72.55999755859375,True,UNCONFIRMED_TO_ZONE,2025-10-27,70.8499984741211,False,5,28.197353600998643,32.13892017566955,-6.256892321228646,False,False,10,33.296588306249134,38.12018273536093,-6.256892321228646,False,False,15,30.057891292480043,39.98070991224094,-6.256892321228646,False,False,20,45.28666168134365,51.598682057800026,-6.256892321228646,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False
GOOG,2025-10-24,True,pivot,True,pivot,256.7,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 256.7, ""resistance_date"": ""2025-10-20""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,260.51,1.48,UNCONFIRMED,1.0439175253497606,26.1,2025-08-18,26.2,0,0,206.41,2025-01-27,-31.0,1,29,31.0,3.4655172413793105,12.0,1,6.0,-7.8,1.5,True,False,22.2222222222,262.51,-0.7618757380671193,Technology Services,Internet Software/Services,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,23,VERIFIED,22.2222222222,2025-10-27,265.3599853515625,True,UNCONFIRMED_TO_ZONE,2025-10-28,268.42999267578125,False,5,6.202902804222421,10.012816095470246,-0.15826911868412896,False,False,10,5.40398991825024,10.012816095470246,-0.15826911868412896,False,False,15,4.3789667908561425,10.174857359985534,-0.15826911868412896,False,False,20,12.922072067306111,15.650449046360126,-0.15826911868412896,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False
HWM,2025-10-24,True,pivot,True,pivot,191.48,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 191.48, ""resistance_date"": ""2025-10-20""}, {""box_type"": ""S_BOX"", ""price"": 194.89, ""resistance_date"": ""2025-10-20""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,198.51,3.67,UNCONFIRMED,1.15427108430014,29.0,2025-04-28,45.3,3,1,136.59,2025-02-24,-23.2,1,9,23.2,2.9482758620689657,19.0,4,5.0,-5.7,1.9,True,False,53.8461538462,202.5,-1.970370370370378,Electronic Technology,Aerospace & Defense,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,30,VERIFIED,53.8461538462,2025-10-27,201.1699981689453,True,UNCONFIRMED_TO_ZONE,2025-10-28,201.0399932861328,False,5,2.376099230901496,5.358651328437003,-0.7506062139384317,False,False,10,2.7290378998529707,5.358651328437003,-0.7506062139384317,False,False,15,1.053832647255426,5.358651328437003,-2.072872797584502,False,False,20,-1.9336876398346248,5.358651328437003,-4.180545677117586,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IBM,2025-10-24,True,ceiling_breakout,,ceiling,293.13,ceiling_breakout,,1.0,2025-10-24,293.13,293.13,3.4439759503332747,0.0488861597243543,0.884723195515066,0.5021023125437972,ceiling,,307.46,4.89,ACTIONABLE,2.510703264532189,0.0,2025-10-20,4.9,0,0,293.13,2025-06-30,-20.4,1,16,20.4,2.5344827586206895,22.0,0,,,,True,True,611.1111111111,310.75,-1.058728881737736,Unknown,Unknown,SEC,resolved,,TURNAROUND,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,33,VERIFIED,611.1111111111,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KLAC,2025-10-24,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,1152.12,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-20"", ""ma10_prior_week"": 978.26, ""pending_high"": 1152.12, ""touch_date"": ""2025-10-06""}",0.0,,,,,,,,,daily_volume_not_confirmed,1182.82,2.66,UNCONFIRMED,1.2015854008261415,30.7,2025-09-01,33.5,2,0,886.13,2024-07-08,-38.1,5,60,38.1,3.672413793103448,9.0,1,3.0,-15.1,2.4,True,False,46.7532467532,1191.26,-0.7084935278612647,Electronic Technology,Semiconductors,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,20,VERIFIED,46.7532467532,2025-10-27,120.0,False,,,,False,5,0.7283337910970022,7.039171854654946,-2.2658348083496094,False,False,10,-0.5525016784667991,7.039171854654946,-3.323332468668616,False,False,15,-5.473333994547525,7.039171854654946,-6.077499389648433,False,False,20,-8.573335011800133,7.039171854654946,-10.67000071207682,True,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False
MMM,2025-10-24,True,ceiling_breakout,,ceiling,154.03,ceiling_breakout,,1.0,2025-10-21,158.0,154.03,2.554141989895641,0.0818671687333636,0.9871611982881592,0.899429386590585,ceiling,,168.5,9.39,EXTENDED,1.946378083552638,0.0,2025-10-20,9.4,0,0,154.03,2025-02-24,-21.6,4,34,21.6,3.103448275862069,18.0,0,,,,True,True,-37.5,172.85,-2.5166329187156444,Producer Manufacturing,Industrial Conglomerates,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,29,VERIFIED,-37.5,2025-10-27,169.97999572753906,False,,,,False,5,-2.0472972202665196,0.3824033248684966,-3.7474969274607806,False,False,10,-3.023884879893357,0.3824033248684966,-6.25367095611783,False,False,15,-1.4119272601532007,1.51782674191272,-6.25367095611783,False,False,20,-1.1118951859946602,1.51782674191272,-6.25367095611783,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
NRG,2025-10-24,True,pivot,True,pivot,168.79,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 168.79, ""resistance_date"": ""2025-10-20""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,170.36,0.93,UNCONFIRMED,1.0885222262345255,47.0,2025-04-28,49.3,2,2,114.12,2025-01-20,-30.7,1,14,30.7,3.4827586206896557,10.0,4,4.0,-6.8,-1.0,False,False,-118.3976261128,175.96,-3.182541486701518,Unknown,Unknown,SEC,resolved,,PROFIT_TO_LOSS,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,21,VERIFIED,-118.3976261128,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NTRA,2025-10-24,True,ceiling_breakout,,ceiling,182.12,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,192.51,5.71,UNCONFIRMED,1.282407994711433,0.0,2025-10-20,5.7,0,0,182.12,2025-01-27,-31.2,2,38,31.2,3.7586206896551726,6.0,0,,,,True,False,-146.6666666667,198.99,-3.256445047489831,Health Technology,Biotechnology,SEC,resolved,,LOSS_WIDENING,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,17,VERIFIED,-146.6666666667,2025-10-27,194.72000122070312,True,UNCONFIRMED_TO_ZONE,2025-10-28,189.57000732421875,False,5,2.1620744806314818,2.305877909313958,-3.4202976686307007,False,False,10,2.4907590761662046,4.36781266921451,-6.42974742911504,False,False,15,4.9096125198551555,8.982130948807976,-6.42974742911504,False,False,20,18.441867007492263,21.143178877798817,-6.42974742911504,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False
NU,2025-10-24,True,ceiling_breakout,,ceiling,15.44,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,15.84,2.59,UNCONFIRMED,0.7317861261237278,0.0,2025-10-20,2.6,0,0,15.44,2024-08-26,-41.6,6,60,41.6,3.4655172413793105,11.0,0,,,,True,False,,16.42,-3.5322777101096325,Unknown,Unknown,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,22,UNKNOWN,,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NVDA,2025-10-24,True,pivot,False,pivot,183.87,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 183.87, ""resistance_date"": ""2025-10-20""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,186.26,1.3,UNCONFIRMED,0.8875063882207145,18.1,2025-06-23,24.4,1,1,149.73,2024-11-04,-42.2,2,33,42.2,3.3965517241379315,14.0,2,4.0,-7.5,-2.5,True,False,61.1940298507,195.62,-4.78478683161232,Electronic Technology,Semiconductors,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,25,VERIFIED,61.1940298507,2025-10-27,189.99000549316406,True,UNCONFIRMED_TO_ZONE,2025-10-27,191.49000549316406,False,5,6.579293456807522,11.684823573017344,-0.8211025697554053,False,False,10,-0.9684781006787713,11.684823573017344,-5.831886683877885,False,False,15,0.09473797072325763,11.684823573017344,-5.831886683877885,False,False,20,-5.8476763456650875,11.684823573017344,-8.979426456196737,True,True,True,True,False,False,False,True,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True,True,True,False,False
OPEN,2025-10-24,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,7.89,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-20"", ""ma10_prior_week"": 6.957, ""pending_high"": 7.89, ""touch_date"": ""2025-10-13""}",0.0,,,,,,,,,daily_volume_not_confirmed,7.97,1.01,UNCONFIRMED,0.4942285773015004,19.8,2025-09-01,24.7,1,0,6.39,2022-08-08,-92.0,10,160,92.0,3.827586206896552,5.0,1,6.0,-42.7,-26.7,True,False,69.2307692308,10.87,-26.678932842686287,Unknown,Unknown,SEC,resolved,,LOSS_NARROWING,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,16,VERIFIED,69.2307692308,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PANW,2025-10-24,True,pivot,False,pivot,209.02,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 209.02, ""resistance_date"": ""2025-10-20""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,217.11,3.87,UNCONFIRMED,0.7338298817714769,4.8,2025-09-29,5.8,0,0,205.27,2024-12-02,-29.8,3,43,29.8,2.706896551724138,20.0,1,3.0,-6.7,-0.4,True,False,-156.0,218.23,-0.5132199972505913,Technology Services,Packaged Software,SEC,resolved,,PROFIT_TO_LOSS,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,31,VERIFIED,-156.0,2025-10-27,219.7899932861328,True,UNCONFIRMED_TO_ZONE,2025-10-29,217.16000366210938,False,5,0.20474644923684782,1.7380260434539885,-1.7243702633899405,False,False,10,-3.4123482547434025,1.7380260434539885,-5.659942473551216,False,False,15,-6.615402761855482,1.7380260434539885,-9.73201694483058,True,False,20,-16.78420333796695,1.7380260434539885,-18.080891509305264,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True
RIOT,2025-10-24,True,ceiling_breakout,,ceiling,20.65,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,21.42,3.73,UNCONFIRMED,0.6056742994744833,0.0,2025-10-20,3.7,0,0,20.65,2023-07-10,-70.0,6,119,70.0,4.0,3.0,0,,,,True,False,281.25,23.93,-10.4889260342666,Technology Services,Information Technology Services,SEC,resolved,,TURNAROUND,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,14,VERIFIED,281.25,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROST,2025-10-24,True,ceiling_breakout,,ceiling,156.59,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,156.75,0.1,UNCONFIRMED,0.6755918291280131,0.0,2025-10-20,0.1,0,0,156.59,2024-07-08,-22.5,4,67,22.5,1.913793103448276,26.0,0,,,,False,False,-1.8867924528,158.03,-0.8099727899765874,Retail Trade,Apparel/Footwear Retail,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,37,VERIFIED,-1.8867924528,2025-10-27,159.47000122070312,True,UNCONFIRMED_TO_ZONE,2025-10-27,160.72999572753906,False,5,-0.34489436730901213,1.5551487480750747,-1.304321700089539,False,False,10,1.009594656065338,3.5116360824286597,-1.304321700089539,False,False,15,0.6960560618641587,3.5116360824286597,-1.304321700089539,False,False,20,9.111430782011265,9.650717546774823,-1.304321700089539,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
RTX,2025-10-24,True,pivot,False,pivot,168.28,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 168.28, ""resistance_date"": ""2025-10-20""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 168.28, ""resistance_date"": ""2025-10-20""}}",1.0,2025-10-21,171.81,168.28,2.8746444887159797,0.0282861896838602,0.3270588235294119,0.5599999999999989,pivot,,178.65,6.16,EXTENDED,1.7709236385026512,31.5,2025-05-26,35.5,5,0,131.83,2025-02-24,-15.6,1,13,15.6,2.275862068965517,24.0,4,4.0,-7.5,6.2,True,True,29.3577981651,180.5,-1.0249307479224368,Electronic Technology,Aerospace & Defense,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,35,VERIFIED,29.3577981651,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEDG,2025-10-24,True,pivot,False,pivot,39.6,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 39.6, ""resistance_date"": ""2025-10-20""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,39.7,0.25,UNCONFIRMED,1.0729426068921557,44.2,2025-06-30,67.0,2,1,23.77,2025-02-17,-53.7,1,19,53.7,4.482758620689655,1.0,4,5.0,-13.6,0.3,True,False,7.7922077922,41.92,-5.295801526717558,Unknown,Unknown,SEC,resolved,,LOSS_NARROWING,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,12,VERIFIED,7.7922077922,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SHEL,2025-10-24,True,ceiling_breakout,,ceiling,72.67,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,75.84,4.36,UNCONFIRMED,1.4040010363741906,0.0,2025-10-20,4.4,0,0,72.67,2025-03-24,-21.1,3,30,21.1,2.4655172413793105,23.0,0,,,,True,True,,76.28,-0.576822233875196,Energy Minerals,Integrated Oil,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,backtest/ibd_skill_replay_pools/2025-10-24/breakout_follow_pool.csv,34,UNKNOWN,,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
